id_reg_nat,time,temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),id_area
2016,2023-05-26,18.3,0.0,20.1,53,4.26,2
2017,2023-05-27,21.5,0.7,13.5,42,3.72,2
2018,2023-05-28,18.7,14.2,11.7,18,2.31,2
2019,2023-05-29,18.0,2.1,19.3,283,3.58,2
2020,2023-05-30,17.3,3.1,14.5,273,2.86,2
2021,2023-05-31,18.1,8.5,13.3,275,3.51,2
2022,2023-06-01,18.3,0.0,15.5,52,4.51,2
2023,2023-06-02,19.4,0.0,18.3,42,3.29,2
2024,2023-06-03,17.5,36.2,15.6,106,1.48,2
2025,2023-06-04,19.0,0.0,17.1,33,4.32,2
2026,2023-06-05,19.2,0.1,15.5,49,4.1,2
2027,2023-06-06,19.1,0.0,20.4,55,4.3,2
2028,2023-06-07,20.1,0.0,20.6,43,2.0,2
2029,2023-06-08,21.5,0.0,20.4,41,4.45,2
2030,2023-06-09,21.5,5.5,23.4,275,3.7,2
2031,2023-06-10,21.6,0.0,16.3,296,5.25,2
2032,2023-06-11,21.5,0.0,19.4,322,4.84,2
2033,2023-06-12,21.8,2.3,15.8,36,4.8,2
2034,2023-06-13,22.5,1.4,21.5,275,5.03,2
2035,2023-06-14,21.4,1.4,23.4,278,4.43,2
2036,2023-06-15,21.6,0.0,13.4,19,5.12,2
2037,2023-06-16,22.4,0.0,20.1,45,5.66,2
2038,2023-06-17,22.7,0.0,20.1,43,5.66,2
2039,2023-06-18,24.3,0.0,25.9,25,5.51,2
2040,2023-06-19,27.8,0.0,36.6,223,8.36,2
2041,2023-06-20,22.6,0.1,19.5,292,4.09,2
2042,2023-06-21,23.0,0.0,18.1,295,4.8,2
2043,2023-06-22,23.5,0.0,14.8,325,5.22,2
2044,2023-06-23,22.8,0.0,23.2,53,4.53,2
2045,2023-06-24,23.1,0.0,24.2,49,5.29,2
2046,2023-06-25,22.3,0.0,17.2,33,5.38,2
2047,2023-06-26,22.4,0.0,16.6,42,5.19,2
2048,2023-06-27,23.8,0.0,19.2,43,5.65,2
2049,2023-06-28,24.8,0.0,16.9,36,5.87,2
2050,2023-06-29,24.2,0.0,11.5,332,5.5,2
2051,2023-06-30,24.2,0.0,16.3,327,5.31,2
2052,2023-07-01,23.7,0.0,20.0,50,4.9,2
2053,2023-07-02,23.3,0.0,20.4,44,5.2,2
2054,2023-07-03,23.8,0.0,18.6,41,5.35,2
2055,2023-07-04,24.9,0.0,14.2,344,5.67,2
2056,2023-07-05,24.1,0.0,14.3,26,5.38,2
2057,2023-07-06,25.2,0.0,15.6,8,4.89,2
2058,2023-07-07,25.6,0.0,18.5,274,4.55,2
2059,2023-07-08,26.1,0.0,16.1,302,5.32,2
2060,2023-07-09,25.4,0.0,14.0,18,5.04,2
2061,2023-07-10,34.7,0.0,24.6,189,9.09,2
2062,2023-07-11,37.7,0.0,19.8,191,9.03,2
2063,2023-07-12,30.7,0.0,17.2,333,6.85,2
2064,2023-07-13,27.3,0.0,17.3,37,5.77,2
2065,2023-07-14,26.4,0.0,18.4,54,5.3,2
2066,2023-07-15,26.9,0.0,18.2,288,5.49,2
2067,2023-07-16,26.9,0.0,18.1,47,5.44,2
2068,2023-07-17,32.4,0.0,20.8,29,7.35,2
2069,2023-07-18,33.3,0.0,22.5,342,7.87,2
2070,2023-07-19,30.6,0.0,18.0,277,7.4,2
2071,2023-07-20,29.7,0.0,13.5,343,6.54,2
2072,2023-07-21,29.8,0.0,20.1,279,6.73,2
2073,2023-07-22,28.6,0.0,17.4,21,5.7,2
2074,2023-07-23,33.5,0.0,18.7,265,7.39,2
2075,2023-07-24,32.4,0.0,27.8,251,8.42,2
2076,2023-07-25,28.9,0.0,24.8,294,6.59,2
2077,2023-07-26,27.2,0.0,17.6,44,5.53,2
2078,2023-07-27,27.2,0.0,25.5,49,5.75,2
2079,2023-07-28,27.0,0.0,16.7,341,4.04,2
2080,2023-07-29,27.0,0.0,13.0,9,4.99,2
2081,2023-07-30,26.6,0.0,15.2,29,4.69,2
2082,2023-07-31,26.6,0.0,16.2,41,5.27,2
2083,2023-08-01,26.7,0.0,15.5,321,5.57,2
2084,2023-08-02,27.2,0.0,15.9,9,5.74,2
2085,2023-08-03,27.7,0.0,19.9,284,6.15,2
2086,2023-08-04,24.8,1.9,29.1,5,3.8,2
2087,2023-08-05,24.1,0.0,14.1,12,5.33,2
2088,2023-08-06,24.4,0.0,19.2,60,5.58,2
2089,2023-08-07,25.2,0.0,29.7,60,5.52,2
2090,2023-08-08,25.3,0.0,21.3,54,5.53,2
2091,2023-08-09,24.8,0.0,17.4,43,5.14,2
2092,2023-08-10,26.6,0.0,14.6,356,5.59,2
2093,2023-08-11,25.8,0.0,16.5,34,5.16,2
2094,2023-08-12,25.0,0.0,16.3,46,4.93,2
2095,2023-08-13,24.9,0.0,18.6,51,4.96,2
2096,2023-08-14,25.8,0.0,16.5,14,5.36,2
2097,2023-08-15,26.2,0.0,12.3,2,5.36,2
2098,2023-08-16,27.9,0.0,17.2,291,5.63,2
2099,2023-08-17,26.5,0.0,13.7,285,5.21,2
2100,2023-08-18,26.2,0.0,12.6,24,5.45,2
2101,2023-08-19,25.4,0.0,15.5,23,5.4,2
2102,2023-08-20,25.1,0.0,16.2,49,4.73,2
2103,2023-08-21,25.4,0.0,20.4,53,4.75,2
2104,2023-08-22,25.8,0.0,22.1,47,5.17,2
2105,2023-08-23,26.3,0.0,19.7,36,5.14,2
2106,2023-08-24,25.1,0.0,16.9,37,4.81,2
2107,2023-08-25,25.4,0.0,13.3,13,4.71,2
2108,2023-08-26,25.9,0.0,14.9,35,5.18,2
2109,2023-08-27,26.4,0.1,47.1,275,4.82,2
2110,2023-08-28,23.6,0.0,21.6,272,5.37,2
2111,2023-08-29,23.7,0.0,16.9,290,5.49,2
2112,2023-08-30,23.4,0.0,16.8,41,4.78,2
2113,2023-08-31,24.0,0.1,19.1,49,4.56,2
2114,2023-09-01,23.9,0.0,16.6,36,4.19,2
2115,2023-09-02,23.6,0.5,21.3,23,2.27,2
2116,2023-09-03,28.8,0.2,28.2,76,6.25,2
2117,2023-09-04,28.7,0.0,21.4,292,5.28,2
2118,2023-09-05,25.1,0.0,19.0,302,4.73,2
2119,2023-09-06,24.1,0.3,16.3,32,3.66,2
2120,2023-09-07,23.2,0.0,17.3,51,4.37,2
2121,2023-09-08,22.7,0.0,18.6,58,4.26,2
2122,2023-09-09,23.0,0.0,20.4,57,4.26,2
2123,2023-09-10,24.1,0.0,17.8,44,4.26,2
2124,2023-09-11,24.8,0.0,24.0,280,4.04,2
2125,2023-09-12,24.2,0.6,19.1,2,2.82,2
2126,2023-09-13,24.8,0.8,14.3,51,2.72,2
2127,2023-09-14,24.8,0.0,26.0,48,4.13,2
2128,2023-09-15,27.8,0.0,22.6,194,4.36,2
2129,2023-09-16,27.3,0.0,17.9,69,5.48,2
2130,2023-09-17,28.8,0.0,28.6,268,5.8,2
2131,2023-09-18,25.3,0.3,16.8,15,3.83,2
2132,2023-09-19,24.3,1.5,19.6,33,2.22,2
2133,2023-09-20,24.0,0.7,15.9,284,3.92,2
2134,2023-09-21,23.4,0.0,19.7,271,4.39,2
2135,2023-09-22,22.4,0.8,29.6,269,4.01,2
2136,2023-09-23,21.8,0.3,17.3,65,4.32,2
2137,2023-09-24,21.5,0.0,21.3,65,4.52,2
2138,2023-09-25,21.8,0.0,23.7,60,4.23,2
2139,2023-09-26,21.0,0.0,18.3,59,4.06,2
2140,2023-09-27,20.7,0.0,17.6,49,3.79,2
2141,2023-09-28,21.1,0.0,17.9,54,3.61,2
2142,2023-09-29,21.5,0.0,17.8,55,3.54,2
2143,2023-09-30,21.1,0.0,15.9,52,3.5,2
2144,2023-10-01,22.6,0.0,20.6,49,4.01,2
2145,2023-10-02,22.6,0.0,18.2,50,3.76,2
2146,2023-10-03,22.7,0.0,13.9,329,3.33,2
2147,2023-10-04,22.7,0.0,18.2,55,3.25,2
2148,2023-10-05,21.8,0.0,14.6,40,3.36,2
2149,2023-10-06,22.8,0.0,15.9,39,3.64,2
2150,2023-10-07,21.6,0.0,19.2,52,3.4,2
2151,2023-10-08,20.7,0.0,17.1,55,3.26,2
2152,2023-10-09,21.0,0.0,17.2,52,3.18,2
2153,2023-10-10,21.1,0.0,14.7,46,3.14,2
2154,2023-10-11,21.3,0.0,13.8,7,3.04,2
2155,2023-10-12,21.8,0.0,11.6,15,3.07,2
2156,2023-10-13,22.5,0.0,12.8,13,3.75,2
2157,2023-10-14,22.1,0.0,20.0,264,4.13,2
2158,2023-10-15,21.7,0.0,14.6,256,3.3,2
2159,2023-10-16,22.2,0.0,12.8,315,3.07,2
2160,2023-10-17,25.0,0.0,13.6,318,3.96,2
2161,2023-10-18,23.3,0.0,25.2,266,4.22,2
2162,2023-10-19,23.2,0.0,19.7,268,3.48,2
2163,2023-10-20,21.3,0.6,34.7,256,4.57,2
2164,2023-10-21,19.3,0.2,22.1,253,3.63,2
2165,2023-10-22,22.9,0.0,27.1,136,5.02,2
2166,2023-10-23,22.5,0.1,24.5,80,3.99,2
2167,2023-10-24,20.0,3.2,21.1,260,2.61,2
2168,2023-10-25,19.7,0.0,33.0,256,3.53,2
2169,2023-10-26,21.1,0.0,23.5,250,3.64,2
2170,2023-10-27,22.1,0.5,31.7,259,3.81,2
2171,2023-10-28,19.7,0.0,12.5,296,2.68,2
2172,2023-10-29,18.3,0.0,12.0,69,2.48,2
2173,2023-10-30,19.1,0.0,14.1,267,1.99,2
2174,2023-10-31,19.6,1.0,20.5,31,2.18,2
2175,2023-11-01,19.2,0.3,23.0,263,2.48,2
2176,2023-11-02,21.5,0.3,36.8,249,4.9,2
2177,2023-11-03,18.0,2.9,38.8,264,3.39,2
2178,2023-11-04,18.8,0.1,27.9,245,3.37,2
2179,2023-11-05,19.0,0.2,32.8,254,2.92,2
2180,2023-11-06,16.6,0.1,17.2,254,2.34,2
2181,2023-11-07,15.9,7.2,15.3,261,2.16,2
2182,2023-11-08,14.6,0.0,8.6,252,2.06,2
2183,2023-11-09,15.6,2.9,20.6,260,2.29,2
2184,2023-11-10,16.4,0.0,30.3,263,2.51,2
2185,2023-11-11,17.7,0.0,23.4,258,2.68,2
2186,2023-11-12,17.7,0.0,23.6,261,2.68,2
2187,2023-11-13,17.5,0.0,11.3,241,2.26,2
2188,2023-11-14,18.0,0.0,12.5,258,2.52,2
2189,2023-11-15,17.5,0.0,10.2,293,2.2,2
2190,2023-11-16,16.8,0.0,12.7,267,2.27,2
2191,2023-11-17,16.5,0.0,10.5,281,2.17,2
2192,2023-11-18,16.3,0.0,14.8,56,1.84,2
2193,2023-11-19,16.5,0.0,8.7,327,2.2,2
