date,city,LWdown_f_tavg,Psurf_f_tavg,Qair_f_tavg,RadT_tavg,Rainf_f_tavg,SnowCover_inst,SnowDepth_inst,Snowf_tavg,SoilMoi00_10cm_tavg,SoilMoi10_40cm_tavg,SoilMoi100_200cm_tavg,SoilMoi40_100cm_tavg,SoilTemp00_10cm_tavg,SoilTemp10_40cm_tavg,SoilTemp10_40cm_tavg,SoilTemp100_200cm_tavg,SoilTemp40_100cm_tavg,SWdown_f_tavg,SWE_inst,Swnet_tavg,Tair_f_tavg,Wind_f_tavg
18-06-01,Bhopal,409.48127138711567,94599.69975069867,0.014052713651406935,306.9043219651633,4.827888473507883E-5,0.0,0.0,0.0,0.23106922557562348,0.19119905790965244,0.3717940516648738,0.14726842371974047,306.9551510384413,307.0362787324239,307.0362787324239,304.31469143503074,306.50718968089035,273.68622694558246,0.0,235.1203691746161,304.9372502458774,6.257901932650465
18-07-01,Bhopal,409.9580447189207,94547.21578855436,0.01814957175070677,299.1726199824636,1.8075258971870557E-4,0.0,0.0,0.0,0.38717188758821025,0.3773694925494795,0.3902550062270668,0.3023992740526432,299.4518927597418,300.5309331320165,300.5309331320165,303.22640730695025,301.9035399212101,191.18187953979987,0.0,160.62867387911163,299.40379255961597,6.964188254945646
18-08-01,Bhopal,408.7694277879667,94725.49945217225,0.01797101915268818,297.6240488067875,8.393657234835966E-5,0.0,0.0,0.0,0.412084335930706,0.4154342495026142,0.4420879346326115,0.4229809568543744,297.86388422027835,298.8113582890208,298.8113582890208,300.70283055499317,299.67808852156963,179.00541567608587,0.0,149.63260289324003,298.12484241888774,6.643792664617057
18-09-01,Bhopal,391.24000961799925,95253.8004874873,0.015565066361739264,296.7536827025375,6.412264993127975E-5,0.0,0.0,0.0,0.4040200726045824,0.4096507967063567,0.4465355387002958,0.4213176987217209,296.98240615100394,297.8061427915,297.8061427915,299.19669410271376,298.4307274857187,228.66245905558267,0.0,194.72088502093058,297.4705994148565,5.6037877139037215
18-10-01,Bhopal,357.20048113567077,95743.31635067328,0.010204511706914176,297.1249816398311,1.0660630309073866E-6,0.0,0.0,0.0,0.29079649415684905,0.3430928810219455,0.40060168080698183,0.36231441656506164,297.24782918914553,297.70765571284096,297.70765571284096,298.40629137240774,298.0353322843226,248.96185740028938,0.0,215.60960102856643,298.53103200400744,3.2993656961413906
18-11-01,Bhopal,324.30392589414026,95919.59087588922,0.006594178198677737,294.89991964944977,6.603190303848798E-8,0.0,0.0,0.0,0.18387784607466162,0.2813446522667641,0.37981772310728945,0.3001781144156689,295.19260760051446,296.26326531511023,296.26326531511023,297.77077183297007,297.0210245023898,201.60081978154375,0.0,174.89321710229888,295.80565091264924,3.7730914977023273
18-12-01,Bhopal,287.2618555828808,96043.01709381353,0.0043810167036594716,290.25217859531807,1.5387744055005452E-6,0.0,0.0,0.0,0.17663025849960687,0.237882471120939,0.3757843800434252,0.2539323344978133,290.8601270846235,293.0845404524144,293.0845404524144,296.4654987614329,294.75314675307857,187.8760699295416,0.0,162.3017387390137,291.2158293685292,4.352214458996687
19-01-01,Bhopal,279.74452981716246,96112.4620649136,0.003147978824468678,289.52718678916375,2.952988183793659E-6,0.0,0.0,0.0,0.17414769181996828,0.1961550786485517,0.37505370448154157,0.20548360622147233,289.8602998004696,291.2714248905337,291.2714248905337,294.5306382528166,292.5961850174074,202.26122100954134,0.0,174.17949727686437,290.86399419520933,4.51499624320162
19-02-01,Bhopal,309.1272317529694,95895.72492695629,0.004200892435856225,294.345459294513,2.2398749496972424E-6,0.0,0.0,0.0,0.17220035696599056,0.16688722423542804,0.37493255010586446,0.17064091225525715,294.14366670934163,293.46316336034755,293.46316336034755,293.8256807404805,293.1980664633154,226.9632590224103,0.0,195.54542325958005,294.06508869078095,5.318836210704432
19-03-01,Bhopal,324.04056456030867,95679.74292587652,0.004346305967263149,299.8415944169207,1.7106532992307266E-8,0.0,0.0,0.0,0.15244513274571758,0.1525477848008154,0.37485799269099546,0.15410796243969985,299.38983734254913,297.8309981493446,297.8309981493446,294.9156500033247,296.17943359002834,275.5710916596699,0.0,237.86765867713993,298.34408919791866,5.094930175358687
